"","id","title","companies"
"4085",18480,"BrÃ¼no","Universal Pictures"
"4086",709,"Licence to Kill","Eon Productions"
"4087",49730,"Red Riding Hood","Appian Way"
"4088",49730,"Red Riding Hood","Warner Bros."
"4089",49730,"Red Riding Hood","Random Films"
"4090",2749,"15 Minutes","New Line Cinema"
"4091",2749,"15 Minutes","Industry Entertainment"
"4092",2749,"15 Minutes","Tribeca Productions"
"4093",2749,"15 Minutes","New Redemption Pictures"
"4094",9607,"Super Mario Bros.","Hollywood Pictures"
"4095",9607,"Super Mario Bros.","Cinergi Pictures Entertainment"
"4096",9607,"Super Mario Bros.","Allied Filmmakers"
"4097",9607,"Super Mario Bros.","Walt Disney"
"4098",9607,"Super Mario Bros.","Nintendo"
"4099",1830,"Lord of War","Saturn Films"
"4100",1830,"Lord of War","Ascendant Pictures"
"4101",1830,"Lord of War","Endgame Entertainment"
"4102",1830,"Lord of War","Entertainment Manufacturing Company"
"4103",1830,"Lord of War","Rising Star"
"4104",1830,"Lord of War","Copag V"
"4105",79,"Hero","Beijing New Picture Film Co. Ltd."
"4106",79,"Hero","China Film Co-Production Corporation"
"4107",54054,"One for the Money","Lakeshore Entertainment"
"4108",54054,"One for the Money","Sidney Kimmel Entertainment"
"4109",228967,"The Interview","Columbia Pictures"
"4110",228967,"The Interview","Point Grey Pictures"
"4111",46528,"The Warrior's Way","Boram Entertainment Inc."
"4112",27936,"Micmacs","France 2 Cinéma"
"4113",27936,"Micmacs","France 3 Cinéma"
"4114",27936,"Micmacs","Epithète Films"
"4115",27936,"Micmacs","France 3 (FR 3)"
"4116",27936,"Micmacs","Région Ile-de-France"
"4117",27936,"Micmacs","France 2 (FR2)"
"4118",27936,"Micmacs","Orange Cinéma Séries"
"4119",27936,"Micmacs","Tapioca Films"
"4120",27936,"Micmacs","Warner Bros. Entertainment France"
"4121",65,"8 Mile","Imagine Entertainment"
"4122",65,"8 Mile","Mikona Productions GmbH & Co. KG"
"4123",280391,"Why I Did (Not) Eat My Father","Pathé Films"
"4124",280391,"Why I Did (Not) Eat My Father","Boréales"
"4125",9476,"A Knight's Tale","Columbia Pictures Corporation"
"4126",9476,"A Knight's Tale","Escape Artists"
"4127",9476,"A Knight's Tale","Black and Blu Entertainment"
"4128",9476,"A Knight's Tale","Finestkind"
"4129",10610,"The Medallion","Living Films"
"4130",10610,"The Medallion","Emperor Multimedia Group (EMG)"
"4131",10610,"The Medallion","Golden Port Productions Ltd."
"4132",745,"The Sixth Sense","Spyglass Entertainment"
"4133",745,"The Sixth Sense","The Kennedy/Marshall Company"
"4134",745,"The Sixth Sense","Hollywood Pictures"
"4135",745,"The Sixth Sense","Barry Mendel Productions"
"4136",49527,"Man on a Ledge","Summit Entertainment"
"4137",49527,"Man on a Ledge","Di Bonaventura Picture"
"4138",73937,"The Big Year","Ingenious Media"
"4139",73937,"The Big Year","Dune Entertainment"
"4140",73937,"The Big Year","Fox 2000 Pictures"
"4141",73937,"The Big Year","Deuce Three Productions"
"4142",73937,"The Big Year","Sunswept Entertainment"
"4143",73937,"The Big Year","Red Hour Films"
"4144",1885,"The Karate Kid","Columbia Pictures Corporation"
"4145",1885,"The Karate Kid","Jerry Weintraub Productions"
"4146",1885,"The Karate Kid","Delphi Films"
"4147",168672,"American Hustle","Columbia Pictures"
"4148",168672,"American Hustle","Atlas Entertainment"
"4149",168672,"American Hustle","Annapurna Pictures"
"4150",18240,"The Proposal","Touchstone Pictures"
"4151",18240,"The Proposal","Mandeville Films"
"4152",18240,"The Proposal","Kurtzman/Orci"
"4153",10398,"Double Jeopardy","Paramount Pictures"
"4154",165,"Back to the Future Part II","Universal Pictures"
"4155",165,"Back to the Future Part II","Amblin Entertainment"
"4156",165,"Back to the Future Part II","U-Drive Productions"
"4157",240832,"Lucy","Universal Pictures"
"4158",240832,"Lucy","TF1 Films Production"
"4159",240832,"Lucy","Canal+"
"4160",240832,"Lucy","EuropaCorp"
"4161",240832,"Lucy","Ciné+"
"4162",216015,"Fifty Shades of Grey","Focus Features"
"4163",216015,"Fifty Shades of Grey","Trigger Street Productions"
"4164",216015,"Fifty Shades of Grey","Michael De Luca Productions"
"4165",12279,"Spy Kids 3-D: Game Over","Dimension Films"
"4166",1645,"A Time to Kill","Regency Enterprises"
"4167",1645,"A Time to Kill","Warner Bros."
"4168",11007,"Cheaper by the Dozen","Twentieth Century Fox Film Corporation"
"4169",11007,"Cheaper by the Dozen","Robert Simonds Productions"
"4170",193756,"Lone Survivor","Universal Pictures"
"4171",193756,"Lone Survivor","Weed Road Pictures"
"4172",193756,"Lone Survivor","Herrick Entertainment"
"4173",193756,"Lone Survivor","Leverage Management"
"4174",193756,"Lone Survivor","Closest to the Hole Productions"
"4175",193756,"Lone Survivor","Emmett/Furla Films"
"4176",193756,"Lone Survivor","Envision Entertainment Corporation"
"4177",193756,"Lone Survivor","Film 44"
"4178",193756,"Lone Survivor","Foresight Unlimited"
"4179",193756,"Lone Survivor","Hollywood Studios International"
"4180",193756,"Lone Survivor","Spikings Entertainment"
"4181",11287,"A League of Their Own","Columbia Pictures Corporation"
"4182",11287,"A League of Their Own","Parkway Productions"
"4183",259693,"The Conjuring 2","New Line Cinema"
"4184",259693,"The Conjuring 2","Dune Entertainment"
"4185",259693,"The Conjuring 2","The Safran Company"
"4186",259693,"The Conjuring 2","Evergreen Media Group"
"4187",259693,"The Conjuring 2","warner bross Turkey"
"4188",259693,"The Conjuring 2","Soho VFX"
"4189",259693,"The Conjuring 2","Atomic Monster"
"4190",37799,"The Social Network","Columbia Pictures"
"4191",37799,"The Social Network","Scott Rudin Productions"
"4192",37799,"The Social Network","Relativity Media"
"4193",10184,"He's Just Not That Into You","New Line Cinema"
"4194",10184,"He's Just Not That Into You","Flower Films (II)"
"4195",10184,"He's Just Not That Into You","Internationale Filmproduktion Blackswan"
"4196",4257,"Scary Movie 4","Dimension Films"
"4197",4234,"Scream 3","Konrad Pictures"
"4198",4234,"Scream 3","Craven-Maddalena Films"
"4199",4234,"Scream 3","Dimension Films"
"4200",196,"Back to the Future Part III","Universal Pictures"
"4201",196,"Back to the Future Part III","Amblin Entertainment"
"4202",196,"Back to the Future Part III","U-Drive Productions"
"4203",257091,"Get Hard","Gary Sanchez Productions"
"4204",257091,"Get Hard","Warner Bros."
"4205",6114,"Dracula","American Zoetrope"
"4206",6114,"Dracula","Columbia Pictures Corporation"
"4207",6114,"Dracula","Osiris Films"
"4208",24803,"Julie & Julia","Columbia Pictures"
"4209",24803,"Julie & Julia","Scott Rudin Productions"
"4210",24803,"Julie & Julia","Easy There Tiger Productions"
"4211",109410,"42","Warner Bros."
"4212",1213,"The Talented Mr. Ripley","Paramount Pictures"
"4213",1213,"The Talented Mr. Ripley","Miramax Films"
"4214",1213,"The Talented Mr. Ripley","Timnick Films"
"4215",1213,"The Talented Mr. Ripley","Mirage Enterprises"
"4216",100042,"Dumb and Dumber To","New Line Cinema"
"4217",100042,"Dumb and Dumber To","Universal Pictures"
"4218",100042,"Dumb and Dumber To","Conundrum Entertainment"
"4219",100042,"Dumb and Dumber To","Red Granite Pictures"
"4220",9036,"Eight Below","Walt Disney Pictures"
"4221",9036,"Eight Below","Spyglass Entertainment"
"4222",9036,"Eight Below","Vertigo Entertainment"
"4223",9036,"Eight Below","Kennedy/Marshall Company, The"
"4224",9036,"Eight Below","Mandeville Films"
"4225",9036,"Eight Below","Winking Productions"
"4226",257211,"The Intern","Waverly Films"
"4227",257211,"The Intern","Warner Bros."
"4228",323675,"Ride Along 2","Universal Pictures"
"4229",323675,"Ride Along 2","Cube Vision"
"4230",323675,"Ride Along 2","Will Packer Productions"
"4231",323675,"Ride Along 2","Reel Chefs Catering"
"4232",9361,"The Last of the Mohicans","Morgan Creek Productions"
"4233",1677,"Ray","Universal Pictures"
"4234",1677,"Ray","Bristol Bay Productions"
"4235",1677,"Ray","Baldwin Entertainment Group"
"4236",1677,"Ray","Anvil Films"
"4237",187,"Sin City","Dimension Films"
"4238",187,"Sin City","Troublemaker Studios"
"4239",187,"Sin City","Miramax"
"4240",7461,"Vantage Point","Columbia Pictures"
"4241",7461,"Vantage Point","Original Film"
"4242",7461,"Vantage Point","Kanzaman"
"4243",7461,"Vantage Point","Relativity Media"
"4244",7461,"Vantage Point","Art In Motion"
"4245",16538,"I Love You, Man","The Montecito Picture Company"
"4246",16538,"I Love You, Man","De Line Pictures"
"4247",16538,"I Love You, Man","Bernard Gayle Productions"
"4248",9889,"Shallow Hal","Twentieth Century Fox Film Corporation"
"4249",820,"JFK","Camelot Productions"
"4250",820,"JFK","Canal Plus Group"
"4251",820,"JFK","Ixtlan Productions"
"4252",820,"JFK","Warner Bros."
"4253",11565,"Big Momma's House 2","Twentieth Century Fox Film Corporation"
"4254",11565,"Big Momma's House 2","Regency Enterprises"
"4255",11565,"Big Momma's House 2","Epsilon Motion Pictures"
"4256",11565,"Big Momma's House 2","Firm Films"
"4257",11565,"Big Momma's House 2","Deep River Productions"
"4258",11565,"Big Momma's House 2","New Regency Pictures"
"4259",11565,"Big Momma's House 2","Ed Friendly Productions"
"4260",11565,"Big Momma's House 2","Runteldat Entertainment"
"4261",11565,"Big Momma's House 2","Big Lou House Productions"
"4262",6073,"The Mexican","DreamWorks SKG"
"4263",6073,"The Mexican","Newmarket Capital Group"
"4264",6073,"The Mexican","Lawrence Bender Productions"
"4265",6073,"The Mexican","Pistolero Productions LLC"
"4266",16996,"17 Again","New Line Cinema"
"4267",16996,"17 Again","Offspring Entertainment"
"4268",193610,"The Other Woman","Twentieth Century Fox Film Corporation"
"4269",193610,"The Other Woman","LBI Productions"
"4270",19912,"The Final Destination","New Line Cinema"
"4271",19912,"The Final Destination","Practical Pictures"
"4272",19912,"The Final Destination","Parallel Zide"
"4273",296098,"Bridge of Spies","DreamWorks SKG"
"4274",296098,"Bridge of Spies","Amblin Entertainment"
"4275",296098,"Bridge of Spies","Studio Babelsberg"
"4276",296098,"Bridge of Spies","Fox 2000 Pictures"
"4277",296098,"Bridge of Spies","Marc Platt Productions"
"4278",296098,"Bridge of Spies","Participant Media"
"4279",296098,"Bridge of Spies","Reliance Entertainment"
"4280",296098,"Bridge of Spies","TSG Entertainment"
"4281",8007,"Behind Enemy Lines","Twentieth Century Fox Film Corporation"
"4282",8007,"Behind Enemy Lines","Davis Entertainment"
"4283",32823,"Get Him to the Greek","Universal Pictures"
"4284",32823,"Get Him to the Greek","Spyglass Entertainment"
"4285",32823,"Get Him to the Greek","Relativity Media"
"4286",32823,"Get Him to the Greek","Apatow Productions"
"4287",4380,"Shall We Dance?","Miramax Films"
"4288",11551,"Small Soldiers","Universal Pictures"
"4289",11551,"Small Soldiers","Amblin Entertainment"
"4290",11551,"Small Soldiers","DreamWorks Pictures"
"4291",10336,"Spawn","New Line Cinema"
"4292",10336,"Spawn","Pull Down Your Pants Pictures"
"4293",10336,"Spawn","Todd McFarlane Entertainment"
"4294",11362,"The Count of Monte Cristo","Spyglass Entertainment"
"4295",11362,"The Count of Monte Cristo","World 2000 Entertainment"
"4296",11362,"The Count of Monte Cristo","Count of Monte Cristo Ltd."
"4297",11362,"The Count of Monte Cristo","Touchstone Pictures"
"4298",50348,"The Lincoln Lawyer","Lakeshore Entertainment"
"4299",50348,"The Lincoln Lawyer","Sidney Kimmel Entertainment"
"4300",50348,"The Lincoln Lawyer","Lionsgate"
"4301",48138,"Unknown","Studio Babelsberg"
"4302",48138,"Unknown","StudioCanal"
"4303",48138,"Unknown","Dark Castle Entertainment"
"4304",48138,"Unknown","TF1 Films Production"
"4305",48138,"Unknown","Canal+"
"4306",48138,"Unknown","Panda Productions Inc."
"4307",48138,"Unknown","Horticus UK"
"4308",1124,"The Prestige","Warner Bros."
"4309",1124,"The Prestige","Touchstone Pictures"
"4310",1124,"The Prestige","Syncopy"
"4311",227159,"Horrible Bosses 2","New Line Cinema"
"4312",227159,"Horrible Bosses 2","BenderSpink"
"4313",227159,"Horrible Bosses 2","RatPac Entertainment"
"4314",68179,"Escape from Planet Earth","Rainmaker Entertainment"
"4315",68179,"Escape from Planet Earth","Mainframe Entertainment"
"4316",68179,"Escape from Planet Earth","Weinstein Company, The"
"4317",1579,"Apocalypto","Icon Productions"
"4318",1579,"Apocalypto","Icon Entertainment International"
"4319",1579,"Apocalypto","Touchstone Pictures"
"4320",708,"The Living Daylights","United Artists"
"4321",708,"The Living Daylights","Eon Productions"
"4322",34851,"Predators","Twentieth Century Fox Film Corporation"
"4323",34851,"Predators","Davis Entertainment"
"4324",34851,"Predators","Dune Entertainment III"
"4325",34851,"Predators","Troublemaker Studios"
"4326",9930,"Legal Eagles","Universal Pictures"
"4327",9930,"Legal Eagles","Mirage Enterprises"
"4328",9930,"Legal Eagles","Northern Lights Entertainment"
"4329",1586,"Secret Window","Columbia Pictures Corporation"
"4330",1586,"Secret Window","Pariah Entertainment Group"
"4331",1586,"Secret Window","Grand Slam Productions"
"4332",1586,"Secret Window","Mel's Cite du Cinema"
"4333",2044,"The Lake House","Village Roadshow Pictures"
"4334",2044,"The Lake House","Vertigo Entertainment"
"4335",2044,"The Lake House","Sound for Film"
"4336",2044,"The Lake House","Warner Bros."
"4337",9913,"The Skeleton Key","Universal Pictures"
"4338",9913,"The Skeleton Key","MFPV Film"
"4339",9913,"The Skeleton Key","Double Feature Films"
"4340",9913,"The Skeleton Key","ShadowCatcher Entertainment"
"4341",9913,"The Skeleton Key","Daniel Bobker Productions"
"4342",9913,"The Skeleton Key","Brick Dust Productions LLC"
"4343",71864,"The Odd Life of Timothy Green","Walt Disney Pictures"
"4344",10761,"Made of Honor","Columbia Pictures"
"4345",10761,"Made of Honor","Original Film"
"4346",209451,"Jersey Boys","Warner Bros."
"4347",11975,"The Rainmaker","Paramount Pictures"
"4348",11975,"The Rainmaker","Constellation Entertainment"
"4349",4970,"Gothika","Columbia Pictures Corporation"
"4350",4970,"Gothika","Dark Castle Entertainment"
"4351",4970,"Gothika","Warner Bros."
"4352",11831,"Amistad","DreamWorks SKG"
"4353",9096,"Medicine Man","Hollywood Pictures"
"4354",9096,"Medicine Man","Cinergi Pictures Entertainment"
"4355",440,"Aliens vs Predator: Requiem","Twentieth Century Fox Film Corporation"
"4356",440,"Aliens vs Predator: Requiem","Dune Entertainment"
"4357",440,"Aliens vs Predator: Requiem","Davis Entertainment"
"4358",440,"Aliens vs Predator: Requiem","Brandywine Productions"
"4359",11011,"RiÂ¢hie RiÂ¢h","Davis Entertainment"
"4360",11011,"RiÂ¢hie RiÂ¢h","Silver Pictures"
"4361",11011,"RiÂ¢hie RiÂ¢h","Warner Bros."
"4362",10641,"Autumn in New York","Lakeshore Entertainment"
"4363",10641,"Autumn in New York","Metro-Goldwyn-Mayer (MGM)"
"4364",11172,"Music and Lyrics","Village Roadshow Pictures"
"4365",11172,"Music and Lyrics","Castle Rock Entertainment"
"4366",11172,"Music and Lyrics","Reserve Room"
"4367",11172,"Music and Lyrics","Flower Films (II)"
"4368",39513,"Paul","Universal Pictures"
"4369",39513,"Paul","Big Talk Productions"
"4370",39513,"Paul","Relativity Media"
"4371",39513,"Paul","Working Title Films"
"4372",82687,"The Guilt Trip","Paramount Pictures"
"4373",82687,"The Guilt Trip","Skydance Productions"
"4374",41446,"Scream 4","Dimension Films"
"4375",8224,"8MM","Columbia Pictures Corporation"
"4376",8224,"8MM","Hofflund/Polone"
"4377",8224,"8MM","Global Entertainment Productions GmbH & Company Medien KG"
"4378",10537,"The Doors","Imagine Entertainment"
"4379",10537,"The Doors","Ixtlan Productions"
"4380",10537,"The Doors","Carolco Pictures"
"4381",10537,"The Doors","Bill Graham Films"
"4382",225886,"Sex Tape","Escape Artists"
"4383",225886,"Sex Tape","Media Rights Capital"
"4384",225886,"Sex Tape","Sony Pictures Entertainment (SPE)"
"4385",225886,"Sex Tape","LStar Capital"
"4386",10385,"Hanging Up","Laurence Mark Productions"
"4387",10385,"Hanging Up","Columbia Pictures Corporation"
"4388",10385,"Hanging Up","Global Entertainment Productions GmbH & Company Medien KG"
"4389",10385,"Hanging Up","Nora Ephron Productions"
"4390",55779,"Final Destination 5","New Line Cinema"
"4391",55779,"Final Destination 5","Practical Pictures"
"4392",55779,"Final Destination 5","Parallel Zide"
"4393",10154,"Mickey Blue Eyes","Castle Rock Entertainment"
"4394",10154,"Mickey Blue Eyes","Warner Bros."
"4395",10647,"Pay It Forward","Bel Air Entertainment"
"4396",10647,"Pay It Forward","Warner Bros."
"4397",11431,"Fever Pitch","Fox 2000 Pictures"
"4398",11431,"Fever Pitch","Wildgaze Films"
"4399",11431,"Fever Pitch","Alan Greenspan Productions"
"4400",11431,"Fever Pitch","Mars Media Beteiligungs"
"4401",11431,"Fever Pitch","Flower Films (II)"
"4402",11431,"Fever Pitch","ELC Productions Ltd."
"4403",8457,"Drillbit Taylor","Paramount Pictures"
"4404",8457,"Drillbit Taylor","Apatow Productions"
"4405",188161,"A Million Ways to Die in the West","Media Rights Capital"
"4406",188161,"A Million Ways to Die in the West","Fuzzy Door Productions"
"4407",188161,"A Million Ways to Die in the West","Bluegrass Films"
"4408",188161,"A Million Ways to Die in the West","RGB Media"
"4409",8850,"The Shadow","Universal Pictures"
"4410",64685,"Extremely Loud & Incredibly Close","Paramount Pictures"
"4411",64685,"Extremely Loud & Incredibly Close","Scott Rudin Productions"
"4412",64685,"Extremely Loud & Incredibly Close","Warner Bros."
"4413",38357,"Morning Glory","Bad Robot"
"4414",38357,"Morning Glory","Goldcrest Pictures"
"4415",10060,"Get Rich or Die Tryin'","Paramount Pictures"
"4416",10060,"Get Rich or Die Tryin'","MTV Films"
"4417",10060,"Get Rich or Die Tryin'","Cent Productions Inc."
"4418",11398,"The Art of War","Amen Ra Films"
"4419",11398,"The Art of War","Franchise Pictures"
"4420",11398,"The Art of War","Warner Bros."
"4421",11398,"The Art of War","Morgan Creek Productions"
"4422",1833,"Rent","Columbia Pictures"
"4423",1833,"Rent","1492 Pictures"
"4424",1833,"Rent","Revolution Studios"
"4425",10391,"Bless the Child","Paramount Pictures"
"4426",10391,"Bless the Child","Icon Entertainment International"
"4427",10391,"Bless the Child","Munich Film Partners & Company (MFP) BTC Productions"
"4428",8970,"The Out-of-Towners","Paramount Pictures"
"4429",8970,"The Out-of-Towners","Cherry Alley Productions"
"4430",9306,"The Island of Dr. Moreau","New Line Cinema"
"4431",11370,"The Musketeer","Crystal Sky Worldwide"
"4432",11370,"The Musketeer","MDP Worldwide"
"4433",11370,"The Musketeer","ApolloMedia Distribution"
"4434",11370,"The Musketeer","Carousel Picture Company, The"
"4435",11370,"The Musketeer","Signature Entertainment"
"4436",11370,"The Musketeer","Luxembourg Film Fund"
"4437",11370,"The Musketeer","D'Artagnan Productions Limited"
"4438",11370,"The Musketeer","Q&Q Medien GmbH"
"4439",12184,"The Other Boleyn Girl","Columbia Pictures"
"4440",12184,"The Other Boleyn Girl","Scott Rudin Productions"
"4441",12184,"The Other Boleyn Girl","BBC Films"
"4442",12184,"The Other Boleyn Girl","Ruby Films"
"4443",12184,"The Other Boleyn Girl","Relativity Media"
"4444",12184,"The Other Boleyn Girl","Focus Features"
"4445",1921,"Sweet November","Bel Air Entertainment"
"4446",1921,"Sweet November","Warner Bros."
"4447",1683,"The Reaping","Village Roadshow Pictures"
"4448",1683,"The Reaping","Dark Castle Entertainment"
"4449",1683,"The Reaping","Warner Bros."
"4450",1683,"The Reaping","Eyetronics"
"4451",1683,"The Reaping","Chime Films"
"4452",203,"Mean Streets","Scorsese Productions"
"4453",11858,"Renaissance Man","Cinergi Pictures Entertainment"
"4454",11858,"Renaissance Man","Touchstone Pictures"
"4455",62835,"Colombiana","TF1 Films Production"
"4456",62835,"Colombiana","Canal+"
"4457",62835,"Colombiana","CinéCinéma"
"4458",62835,"Colombiana","Grive Productions"
"4459",62835,"Colombiana","EuropaCorp"
"4460",62835,"Colombiana","A.J.O.Z. Films"
"4461",18937,"Quest for Camelot","Warner Bros."
"4462",13536,"City By The Sea","Warner Bros. Pictures"
"4463",13536,"City By The Sea","Epsilon Motion Pictures"
"4464",13536,"City By The Sea","Franchise Pictures"
"4465",13536,"City By The Sea","Brad Grey Pictures"
"4466",13536,"City By The Sea","Sea Breeze Productions Inc."
"4467",15556,"At First Sight","Metro-Goldwyn-Mayer (MGM)"
"4468",10718,"Torque","Village Roadshow Pictures"
"4469",10718,"Torque","Original Film"
"4470",10718,"Torque","Warner Bros."
"4471",11062,"City Hall","Columbia Pictures"
"4472",11062,"City Hall","Castle Rock Entertainment"
"4473",10802,"Showgirls","United Artists"
"4474",10802,"Showgirls","Le Studio Canal+"
"4475",10802,"Showgirls","Carolco Pictures"
"4476",1887,"Marie Antoinette","American Zoetrope"
"4477",1887,"Marie Antoinette","Columbia Pictures Corporation"
"4478",1887,"Marie Antoinette","Pricel"
"4479",1887,"Marie Antoinette","Tohokushinsha Film"
"4480",1887,"Marie Antoinette","Commission du Film France"
"4481",1887,"Marie Antoinette","Commission du Film Île-de-France"
"4482",6071,"Kiss of Death","Twentieth Century Fox Film Corporation"
"4483",10461,"Get Carter","Franchise Pictures"
"4484",10461,"Get Carter","Warner Bros."
"4485",10461,"Get Carter","Morgan Creek Productions"
"4486",10461,"Get Carter","The Canton Company"
"4487",80278,"The Impossible","Summit Entertainment"
"4488",80278,"The Impossible","Telecinco Cinema"
"4489",80278,"The Impossible","Apaches Entertainment"
"4490",80278,"The Impossible","Canal+ España"
"4491",80278,"The Impossible","Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)"
"4492",80278,"The Impossible","Institut Valenciã de Cinematografia (IVAC)"
"4493",80278,"The Impossible","Mediaset España"
"4494",80278,"The Impossible","La Trini"
"4495",80278,"The Impossible","Generalitat Valenciana"
"4496",12704,"Ishtar","Columbia Pictures"
"4497",10315,"Fantastic Mr. Fox","Twentieth Century Fox Film Corporation"
"4498",10315,"Fantastic Mr. Fox","Regency Enterprises"
"4499",10315,"Fantastic Mr. Fox","Indian Paintbrush"
"4500",10315,"Fantastic Mr. Fox","American Empirical Pictures"
"4501",16643,"Life or Something Like It","Regency Enterprises"
"4502",16643,"Life or Something Like It","Epsilon Motion Pictures"
"4503",16643,"Life or Something Like It","Davis Entertainment"
"4504",16643,"Life or Something Like It","New Regency Pictures"
"4505",16643,"Life or Something Like It","Monarchy Enterprises S.a.r.l."
"4506",16643,"Life or Something Like It","Atchity Entertainment International (AEI)"
"4507",2687,"Memoirs of an Invisible Man","Regency Enterprises"
"4508",2687,"Memoirs of an Invisible Man","Alcor Films"
"4509",2687,"Memoirs of an Invisible Man","Canal+"
"4510",2687,"Memoirs of an Invisible Man","Warner Bros."
"4511",2687,"Memoirs of an Invisible Man","Cornelius Productions"
"4512",194,"AmÃ©lie","France 3 Cinéma"
"4513",194,"AmÃ©lie","Claudie Ossard Productions"
"4514",194,"AmÃ©lie","MMC Independent"
"4515",194,"AmÃ©lie","Canal+"
"4516",194,"AmÃ©lie","Tapioca Films"
"4517",194,"AmÃ©lie","Sofica Sofinergie 5"
"4518",194,"AmÃ©lie","Victoires Productions"
"4519",194,"AmÃ©lie","Filmstiftung Nordrhein-Westfalen"
"4520",194,"AmÃ©lie","Union Générale Cinématographique (UGC)"
"4521",11025,"New York Minute","DiNovi Pictures"
"4522",11025,"New York Minute","Dualstar Productions"
"4523",11025,"New York Minute","Warner Bros."
"4524",8849,"Alfie","Paramount Pictures"
"4525",8849,"Alfie","Patalex Productions"
"4526",78698,"Big Miracle","Universal Pictures"
"4527",78698,"Big Miracle","Anonymous Content"
"4528",78698,"Big Miracle","Working Title Films"
"4529",30943,"The Deep End of the Ocean","Columbia Pictures Corporation"
"4530",30943,"The Deep End of the Ocean","Mandalay Entertainment"
"4531",9544,"FearDotCom","Milagro Films"
"4532",9544,"FearDotCom","Franchise Pictures"
"4533",9544,"FearDotCom","DoRo Fiction Film"
"4534",9544,"FearDotCom","Signature Pictures"
"4535",9544,"FearDotCom","ApolloMedia Distribution"
"4536",9544,"FearDotCom","Carousel Picture Company, The"
"4537",9544,"FearDotCom","Luxembourg Film Fund"
"4538",9544,"FearDotCom","Filmyard Underwaterdeco"
"4539",24418,"Cirque du Freak: The Vampire's Assistant","Universal Pictures"
"4540",7288,"Duplex","Miramax Films"
"4541",7288,"Duplex","Flower Films"
"4542",14655,"Soul Men","Dimension Films"
"4543",24575,"Raise the Titanic","ITC Entertainment"
"4544",10366,"Universal Soldier: The Return","TriStar Pictures"
"4545",10366,"Universal Soldier: The Return","Baumgarten-Prophet Entertainment"
"4546",19898,"Pandorum","Impact Pictures"
"4547",19898,"Pandorum","Constantin Film Produktion"
"4548",4965,"Impostor","Dimension Films"
"4549",4965,"Impostor","Marty Katz Productions"
"4550",4965,"Impostor","Mojo Films"
"4551",4965,"Impostor","PK Pictures"
"4552",15074,"Extreme Ops","Paramount Pictures"
"4553",15074,"Extreme Ops","Extreme Productions"
"4554",15074,"Extreme Ops","ApolloMedia Distribution"
"4555",56715,"Just Visiting","Gaumont"
"4556",56715,"Just Visiting","Hollywood Pictures"
"4557",56715,"Just Visiting","Bruin Grip Services"
"4558",1272,"Sunshine","DNA Films"
"4559",1272,"Sunshine","Ingenious Film Partners"
"4560",1272,"Sunshine","UK Film Council"
"4561",1272,"Sunshine","Moving Picture Company (MPC)"
"4562",72358,"A Thousand Words","Paramount Pictures"
"4563",72358,"A Thousand Words","DreamWorks SKG"
"4564",72358,"A Thousand Words","Saturn Films"
"4565",72358,"A Thousand Words","Varsity Pictures"
"4566",20542,"Delgo","Fathom Studios"
"4567",20542,"Delgo","Electric Eye Entertainment Corporation"
"4568",266396,"The Gunman","StudioCanal"
"4569",266396,"The Gunman","Silver Pictures"
"4570",266396,"The Gunman","TF1 Films Production"
"4571",266396,"The Gunman","Canal+"
"4572",266396,"The Gunman","Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)"
"4573",266396,"The Gunman","Nostromo Pictures"
"4574",266396,"The Gunman","Anton Capital Entertainment (ACE)"
"4575",266396,"The Gunman","Institut Català de les Empreses Culturals (ICEC)"
"4576",266396,"The Gunman","Prone Gunman"
"4577",266396,"The Gunman","Amazon Prime Instant Video"
"4578",266396,"The Gunman","Prone Gunman A.I.E."
"4579",9978,"Stormbreaker","Isle of Man Film"
"4580",9978,"Stormbreaker","Weinstein Company, The"
"4581",9978,"Stormbreaker","Samuelson Productions"
"4582",8271,"Disturbia","Paramount Pictures"
"4583",8271,"Disturbia","DreamWorks SKG"
"4584",8271,"Disturbia","Cold Spring Pictures"
"4585",8271,"Disturbia","Montecito Picture Company, The"
"4586",10428,"Hackers","United Artists"
"4587",10428,"Hackers","Suftley"
"4588",5353,"The Hunting Party","Intermedia Films"
"4589",11934,"The Hudsucker Proxy","PolyGram Filmed Entertainment"
"4590",11934,"The Hudsucker Proxy","Silver Pictures"
"4591",11934,"The Hudsucker Proxy","Warner Bros."
"4592",11934,"The Hudsucker Proxy","Working Title Films"
"4593",11934,"The Hudsucker Proxy","PolyGram Filmproduktion"
"4594",14392,"The Warlords","Applause Pictures"
"4595",14392,"The Warlords","Media Asia Films"
"4596",14392,"The Warlords","Beijing Jinyinma Movie & TV Culture Co."
"4597",14392,"The Warlords","Stellar Mega Films"
"4598",14392,"The Warlords","Beijing Poly-bona Film Publishing Company"
"4599",14392,"The Warlords","Chengtian Entertainment"
"4600",14392,"The Warlords","Morgan & Chan Films"
"4601",14392,"The Warlords","Talent Aid International"
"4602",14392,"The Warlords","China Film Group Corporation (CFGC)"
"4603",19495,"Nomad: The Warrior","Wild Bunch"
"4604",19495,"Nomad: The Warrior","Ibrus"
"4605",19495,"Nomad: The Warrior","Kazakhfilm Studios"
"4606",19495,"Nomad: The Warrior","True Story Production"
"4607",110415,"Snowpiercer","CJ Entertainment"
