"","id","title","languages"
"1322",1722,"Captain Corelli's Mandolin","English"
"1323",1722,"Captain Corelli's Mandolin","Deutsch"
"1324",1722,"Captain Corelli's Mandolin","e<U+03BB><U+03BB><U+03B7><U+03BD><U+03B9><U+03BA><U+03AC>"
"1325",1722,"Captain Corelli's Mandolin","Italiano"
"1326",10022,"The Pacifier","English"
"1327",10022,"The Pacifier","<U+D55C><U+AD6D><U+C5B4>/<U+C870><U+C120><U+B9D0>"
"1328",11358,"Walking Tall","English"
"1329",13,"Forrest Gump","English"
"1330",6477,"Alvin and the Chipmunks","English"
"1331",6477,"Alvin and the Chipmunks","Español"
"1332",6477,"Alvin and the Chipmunks","Français"
"1333",6477,"Alvin and the Chipmunks","<U+65E5><U+672C><U+8A9E>"
"1334",1597,"Meet the Parents","English"
"1335",10530,"Pocahontas","English"
"1336",1924,"Superman","English"
"1337",9327,"The Nutty Professor","English"
"1338",8488,"Hitch","English"
"1339",10603,"George of the Jungle","English"
"1340",10603,"George of the Jungle","Español"
"1341",8273,"American Wedding","English"
"1342",109424,"Captain Phillips","English"
"1343",109424,"Captain Phillips","Somali"
"1344",35056,"Date Night","<U+05E2><U+05B4><U+05D1><U+05B0><U+05E8><U+05B4><U+05D9><U+05EA>"
"1345",35056,"Date Night","English"
"1346",8839,"Casper","English"
"1347",156022,"The Equalizer","English"
"1348",7303,"Maid in Manhattan","English"
"1349",7303,"Maid in Manhattan","Français"
"1350",8963,"Crimson Tide","English"
"1351",1402,"The Pursuit of Happyness","English"
"1352",1402,"The Pursuit of Happyness","<U+5E7F><U+5DDE><U+8BDD> / <U+5EE3><U+5DDE><U+8A71>"
"1353",9315,"Flightplan","<U+0627><U+0644><U+0639><U+0631><U+0628><U+064A><U+0629>"
"1354",9315,"Flightplan","Deutsch"
"1355",9315,"Flightplan","English"
"1356",9315,"Flightplan","Français"
"1357",9315,"Flightplan","Italiano"
"1358",9315,"Flightplan","<U+65E5><U+672C><U+8A9E>"
"1359",8984,"Disclosure","English"
"1360",795,"City of Angels","English"
"1361",795,"City of Angels","Polski"
"1362",24,"Kill Bill: Vol. 1","English"
"1363",24,"Kill Bill: Vol. 1","<U+65E5><U+672C><U+8A9E>"
"1364",24,"Kill Bill: Vol. 1","Français"
"1365",11353,"Bowfinger","English"
"1366",393,"Kill Bill: Vol. 2","English"
"1367",393,"Kill Bill: Vol. 2","<U+666E><U+901A><U+8BDD>"
"1368",393,"Kill Bill: Vol. 2","Español"
"1369",393,"Kill Bill: Vol. 2","<U+5E7F><U+5DDE><U+8BDD> / <U+5EE3><U+5DDE><U+8A71>"
"1370",9618,"Tango & Cash","English"
"1371",9374,"Death Becomes Her","English"
"1372",8584,"Shanghai Noon","English"
"1373",8584,"Shanghai Noon","<U+666E><U+901A><U+8BDD>"
"1374",8584,"Shanghai Noon","Español"
"1375",2320,"Executive Decision","English"
"1376",58224,"Mr. Popper's Penguins","English"
"1377",1729,"The Forbidden Kingdom","English"
"1378",1729,"The Forbidden Kingdom","<U+666E><U+901A><U+8BDD>"
"1379",175574,"Free Birds","English"
"1380",8077,"AlienÂ³","English"
"1381",8818,"Evita","English"
"1382",8818,"Evita","Español"
"1383",8195,"Ronin","English"
"1384",8195,"Ronin","Français"
"1385",8195,"Ronin","P<U+0443><U+0441><U+0441><U+043A><U+0438><U+0439>"
"1386",10586,"The Ghost and the Darkness","English"
"1387",116149,"Paddington","English"
"1388",80035,"The Watch","English"
"1389",10632,"The Hunted","English"
"1390",12117,"Instinct","English"
"1391",1792,"Stuck on You","English"
"1392",13260,"Semi-Pro","English"
"1393",72197,"The Pirates! In an Adventure with Scientists!","English"
"1394",3580,"Changeling","English"
"1395",12123,"Chain Reaction","English"
"1396",9566,"The Fan","English"
"1397",9833,"The Phantom of the Opera","Italiano"
"1398",9833,"The Phantom of the Opera","English"
"1399",4517,"Elizabeth: The Golden Age","svenska"
"1400",4517,"Elizabeth: The Golden Age","English"
"1401",4517,"Elizabeth: The Golden Age","Español"
"1402",8202,"Ã†on Flux","English"
"1403",16072,"Gods and Generals","English"
"1404",34314,"Turbulence","English"
"1405",19724,"Imagine That","English"
"1406",145220,"Muppets Most Wanted","Deutsch"
"1407",145220,"Muppets Most Wanted","English"
"1408",14623,"Thunderbirds","English"
"1409",42297,"Burlesque","English"
"1410",2841,"A Very Long Engagement",""
"1411",2841,"A Very Long Engagement","Français"
"1412",2841,"A Very Long Engagement","Deutsch"
"1413",802,"Lolita","English"
"1414",10375,"D-Tox","English"
"1415",36586,"Blade II","Ceský"
"1416",36586,"Blade II","Româna"
"1417",36586,"Blade II","English"
"1418",11321,"Seven Pounds","English"
"1419",11321,"Seven Pounds","Español"
"1420",70074,"Bullet to the Head","English"
"1421",242,"The Godfather: Part III","English"
"1422",242,"The Godfather: Part III","Italiano"
"1423",242,"The Godfather: Part III","Deutsch"
"1424",242,"The Godfather: Part III","Latin"
"1425",9621,"Elizabethtown","English"
"1426",1819,"You, Me and Dupree","English"
"1427",8536,"Superman II","English"
"1428",8046,"Gigli","English"
"1429",1717,"All the King's Men","English"
"1430",479,"Shaft","English"
"1431",479,"Shaft","Español"
"1432",479,"Shaft","Deutsch"
"1433",9444,"Anastasia","English"
"1434",9444,"Anastasia","P<U+0443><U+0441><U+0441><U+043A><U+0438><U+0439>"
"1435",9444,"Anastasia","Français"
"1436",824,"Moulin Rouge!","Français"
"1437",824,"Moulin Rouge!","Español"
"1438",824,"Moulin Rouge!","English"
"1439",11456,"Domestic Disturbance","English"
"1440",261023,"Black Mass","English"
"1441",3683,"Flags of Our Fathers","English"
"1442",22803,"Law Abiding Citizen","English"
"1443",285923,"Grindhouse","Español"
"1444",285923,"Grindhouse","English"
"1445",39437,"Beloved","English"
"1446",1950,"Lucky You","English"
"1447",640,"Catch Me If You Can","English"
"1448",640,"Catch Me If You Can","Français"
"1449",97630,"Zero Dark Thirty","English"
"1450",97630,"Zero Dark Thirty","<U+0627><U+0644><U+0639><U+0631><U+0628><U+064A><U+0629>"
"1451",9767,"The Break-Up","English"
"1452",11631,"Mamma Mia!","English"
"1453",11631,"Mamma Mia!","e<U+03BB><U+03BB><U+03B7><U+03BD><U+03B9><U+03BA><U+03AC>"
"1454",32856,"Valentine's Day","English"
"1455",6519,"The Dukes of Hazzard","English"
"1456",8741,"The Thin Red Line","English"
"1457",8741,"The Thin Red Line","P<U+0443><U+0441><U+0441><U+043A><U+0438><U+0439>"
"1458",49520,"The Change-Up","English"
"1459",1850,"Man on the Moon","English"
"1460",524,"Casino","English"
"1461",26389,"From Paris with Love","Deutsch"
"1462",26389,"From Paris with Love","English"
"1463",26389,"From Paris with Love","Français"
"1464",26389,"From Paris with Love","<U+666E><U+901A><U+8BDD>"
"1465",11817,"Bulletproof Monk","English"
"1466",11817,"Bulletproof Monk",""
"1467",11817,"Bulletproof Monk","<U+0A2A><U+0A70><U+0A1C><U+0A3E><U+0A2C><U+0A40>"
"1468",11817,"Bulletproof Monk","Deutsch"
"1469",2123,"Me, Myself & Irene","English"
"1470",2123,"Me, Myself & Irene","Deutsch"
"1471",9907,"Barnyard","English"
"1472",9969,"Deck the Halls","English"
"1473",18239,"The Twilight Saga: New Moon","English"
"1474",18239,"The Twilight Saga: New Moon","Italiano"
"1475",808,"Shrek","English"
"1476",38050,"The Adjustment Bureau","English"
"1477",8367,"Robin Hood: Prince of Thieves","English"
"1478",9390,"Jerry Maguire","English"
"1479",9390,"Jerry Maguire","Polski"
"1480",72105,"Ted","English"
"1481",2898,"As Good as It Gets","English"
"1482",10312,"Patch Adams","English"
"1483",109443,"Anchorman 2: The Legend Continues","English"
"1484",2022,"Mr. Deeds","English"
"1485",37686,"Super 8","English"
"1486",462,"Erin Brockovich","English"
"1487",462,"Erin Brockovich","Français"
"1488",9919,"How to Lose a Guy in 10 Days","English"
"1489",187017,"22 Jump Street","English"
"1490",628,"Interview with the Vampire","English"
"1491",628,"Interview with the Vampire","Français"
"1492",10201,"Yes Man","Eesti"
"1493",10201,"Yes Man","English"
"1494",10201,"Yes Man","<U+D55C><U+AD6D><U+C5B4>/<U+C870><U+C120><U+B9D0>"
"1495",302699,"Central Intelligence","English"
"1496",9441,"Stepmom","English"
"1497",274167,"Daddy's Home","English"
"1498",224141,"Into the Woods","English"
"1499",388,"Inside Man","English"
"1500",388,"Inside Man","shqip"
"1501",2112,"Payback","English"
"1502",10329,"Congo","English"
"1503",10329,"Congo","Français"
"1504",74465,"We Bought a Zoo","English"
"1505",13811,"Knowing","English"
"1506",6877,"Failure to Launch","English"
"1507",10320,"The Ring Two","English"
"1508",50646,"Crazy, Stupid, Love.","English"
"1509",8920,"Garfield","English"
"1510",13673,"Christmas with the Kranks","Español"
"1511",13673,"Christmas with the Kranks","English"
"1512",60308,"Moneyball","English"
"1513",6950,"Outbreak","English"
"1514",6950,"Outbreak","<U+D55C><U+AD6D><U+C5B4>/<U+C870><U+C120><U+B9D0>"
"1515",6950,"Outbreak","Français"
"1516",225574,"Non-Stop","English"
"1517",225574,"Non-Stop","Deutsch"
"1518",13836,"Race to Witch Mountain","English"
"1519",752,"V for Vendetta","English"
"1520",6038,"Shanghai Knights","English"
"1521",6038,"Shanghai Knights","<U+666E><U+901A><U+8BDD>"
"1522",9975,"Curious George","English"
"1523",11451,"Herbie Fully Loaded","English"
"1524",12103,"Don't Say a Word","English"
"1525",12103,"Don't Say a Word","Français"
"1526",12103,"Don't Say a Word","Italiano"
"1527",12103,"Don't Say a Word","Español"
"1528",60304,"Hansel & Gretel: Witch Hunters","English"
"1529",2251,"Unfaithful","English"
"1530",2251,"Unfaithful","Français"
"1531",46529,"I Am Number Four","Français"
"1532",46529,"I Am Number Four","English"
"1533",231,"Syriana","<U+0627><U+0644><U+0639><U+0631><U+0628><U+064A><U+0629>"
"1534",231,"Syriana","English"
"1535",231,"Syriana","<U+0641><U+0627><U+0631><U+0633><U+06CC>"
"1536",231,"Syriana","<U+0627><U+0631><U+062F><U+0648>"
"1537",231,"Syriana","Français"
"1538",231,"Syriana","<U+666E><U+901A><U+8BDD>"
"1539",300671,"13 Hours: The Secret Soldiers of Benghazi","<U+0627><U+0644><U+0639><U+0631><U+0628><U+064A><U+0629>"
"1540",300671,"13 Hours: The Secret Soldiers of Benghazi","English"
"1541",228326,"The Book of Life","English"
"1542",9754,"Firewall","English"
"1543",66,"Absolute Power","English"
"1544",66,"Absolute Power","Español"
"1545",4421,"G.I. Jane","English"
"1546",2649,"The Game","<U+5E7F><U+5DDE><U+8BDD> / <U+5EE3><U+5DDE><U+8A71>"
"1547",2649,"The Game","Deutsch"
"1548",2649,"The Game","English"
"1549",588,"Silent Hill","English"
"1550",10393,"The Replacements","English"
"1551",71552,"American Reunion","English"
"1552",9631,"The Negotiator","English"
"1553",216282,"Into the Storm","English"
"1554",306,"Beverly Hills Cop III","English"
"1555",928,"Gremlins 2: The New Batch","English"
"1556",205587,"The Judge","English"
"1557",6623,"The Peacemaker","English"
"1558",6623,"The Peacemaker","P<U+0443><U+0441><U+0441><U+043A><U+0438><U+0439>"
"1559",6623,"The Peacemaker","Srpski"
"1560",6623,"The Peacemaker","Bosanski"
"1561",6623,"The Peacemaker","Hrvatski"
"1562",1577,"Resident Evil: Apocalypse","English"
"1563",9801,"Bridget Jones: The Edge of Reason","Deutsch"
"1564",9801,"Bridget Jones: The Edge of Reason","<U+0E20><U+0E32><U+0E29><U+0E32><U+0E44><U+0E17><U+0E22>"
"1565",9801,"Bridget Jones: The Edge of Reason","English"
"1566",2116,"Out of Time","English"
"1567",9624,"On Deadly Ground","Ceský"
"1568",9624,"On Deadly Ground","English"
"1569",14199,"The Adventures of Sharkboy and Lavagirl","English"
"1570",1907,"The Beach","English"
"1571",1907,"The Beach","Français"
"1572",1907,"The Beach","Hrvatski"
"1573",1907,"The Beach","svenska"
"1574",1907,"The Beach","<U+0E20><U+0E32><U+0E29><U+0E32><U+0E44><U+0E17><U+0E22>"
"1575",4599,"Raising Helen","English"
"1576",22832,"Ninja Assassin","English"
"1577",10390,"For Love of the Game","English"
"1578",9879,"Striptease","English"
"1579",38579,"Marmaduke","English"
"1580",44603,"Hereafter","English"
"1581",44603,"Hereafter","Français"
"1582",11892,"Murder by Numbers","English"
"1583",9691,"Assassins","English"
"1584",9691,"Assassins","Español"
"1585",9691,"Assassins","Nederlands"
"1586",1248,"Hannibal Rising","English"
"1587",1248,"Hannibal Rising","Deutsch"
"1588",1248,"Hannibal Rising","P<U+0443><U+0441><U+0441><U+043A><U+0438><U+0439>"
"1589",12220,"The Story of Us","Italiano"
"1590",12220,"The Story of Us","English"
"1591",72710,"The Host","English"
"1592",10782,"Basic","English"
"1593",9573,"Blood Work","English"
"1594",9573,"Blood Work","Español"
"1595",4959,"The International","English"
"1596",4959,"The International","Français"
"1597",4959,"The International","Deutsch"
"1598",4959,"The International","Italiano"
"1599",4959,"The International","P<U+0443><U+0441><U+0441><U+043A><U+0438><U+0439>"
"1600",10061,"Escape from L.A.","English"
"1601",10386,"The Iron Giant","English"
"1602",421,"The Life Aquatic with Steve Zissou","English"
"1603",421,"The Life Aquatic with Steve Zissou","Íslenska"
"1604",421,"The Life Aquatic with Steve Zissou","Português"
"1605",421,"The Life Aquatic with Steve Zissou","Français"
"1606",421,"The Life Aquatic with Steve Zissou",""
"1607",421,"The Life Aquatic with Steve Zissou","Deutsch"
"1608",421,"The Life Aquatic with Steve Zissou","Italiano"
"1609",316152,"Free State of Jones","English"
"1610",316152,"Free State of Jones","Deutsch"
"1611",11615,"The Life of David Gale","English"
"1612",11615,"The Life of David Gale","Español"
"1613",13498,"Man of the House","English"
"1614",241554,"Run All Night","English"
"1615",2252,"Eastern Promises","English"
"1616",2252,"Eastern Promises","P<U+0443><U+0441><U+0441><U+043A><U+0438><U+0439>"
"1617",2252,"Eastern Promises","Türkçe"
"1618",2252,"Eastern Promises","<U+0423><U+043A><U+0440><U+0430><U+0457><U+043D><U+0441><U+044C><U+043A><U+0438><U+0439>"
"1619",2252,"Eastern Promises","<U+0627><U+0631><U+062F><U+0648>"
"1620",11968,"Into the Blue","English"
"1621",10047,"The Messenger: The Story of Joan of Arc","English"
"1622",10047,"The Messenger: The Story of Joan of Arc","Latin"
"1623",38319,"Your Highness","English"
"1624",69668,"Dream House","English"
"1625",9770,"Mad City","English"
"1626",11212,"Baby's Day Out","English"
"1627",11212,"Baby's Day Out","Français"
"1628",11212,"Baby's Day Out","Deutsch"
"1629",10533,"The Scarlet Letter","English"
"1630",38363,"Fair Game","English"
"1631",9923,"Domino","English"
"1632",9923,"Domino","Polski"
"1633",11863,"Jade","English"
"1634",18501,"Gamer","English"
"1635",109491,"Beautiful Creatures","English"
"1636",9275,"Death to Smoochy","English"
"1637",329833,"Zoolander 2","English"
"1638",12634,"The Big Bounce","English"
"1639",10416,"What Planet Are You From?","English"
"1640",47327,"Drive Angry","English"
"1641",15268,"Street Fighter: The Legend of Chun-Li","English"
"1642",10796,"The One","English"
"1643",9548,"The Adventures of Ford Fairlane","English"
"1644",18947,"The Boat That Rocked","English"
"1645",1900,"Traffic","Español"
"1646",1900,"Traffic","English"
"1647",89,"Indiana Jones and the Last Crusade","Deutsch"
"1648",89,"Indiana Jones and the Last Crusade","e<U+03BB><U+03BB><U+03B7><U+03BD><U+03B9><U+03BA><U+03AC>"
"1649",89,"Indiana Jones and the Last Crusade","English"
"1650",96724,"Anna Karenina","English"
"1651",96724,"Anna Karenina","Français"
"1652",198184,"Chappie","English"
"1653",9481,"The Bone Collector","English"
"1654",4547,"Panic Room","English"
"1655",53953,"The Tooth Fairy","English"
"1656",53953,"The Tooth Fairy","Polski"
"1657",6415,"Three Kings","English"
"1658",6415,"Three Kings","<U+0627><U+0644><U+0639><U+0631><U+0628><U+064A><U+0629>"
"1659",181283,"Child 44","English"
"1660",9896,"Rat Race","English"
"1661",167,"K-PAX","English"
"1662",11232,"Kate & Leopold","English"
"1663",11232,"Kate & Leopold","Français"
"1664",1636,"Bedazzled","English"
"1665",1636,"Bedazzled","P<U+0443><U+0441><U+0441><U+043A><U+0438><U+0439>"
"1666",1636,"Bedazzled","Español"
"1667",2148,"The Cotton Club","English"
"1668",2148,"The Cotton Club","Italiano"
"1669",5176,"3:10 to Yuma","English"
"1670",260346,"Taken 3","English"
"1671",1389,"Out of Sight","English"
"1672",9894,"The Cable Guy","English"
"1673",7504,"Earth","<U+0939><U+093F><U+0928><U+094D><U+0926><U+0940>"
"1674",8592,"Dick Tracy","English"
"1675",913,"The Thomas Crown Affair","English"
"1676",11091,"Riding in Cars with Boys","English"
"1677",1368,"First Blood","English"
"1678",593,"Solaris","P<U+0443><U+0441><U+0441><U+043A><U+0438><U+0439>"
"1679",5393,"Happily N'Ever After","English"
"1680",9095,"Mary Reilly","English"
"1681",8874,"My Best Friend's Wedding","English"
"1682",8874,"My Best Friend's Wedding","Français"
"1683",8874,"My Best Friend's Wedding","Italiano"
"1684",11467,"America's Sweethearts","English"
"1685",320,"Insomnia","English"
"1686",199,"Star Trek: First Contact","English"
"1687",20533,"Jonah Hex","English"
"1688",10684,"Courage Under Fire","English"
"1689",1624,"Liar Liar","English"
"1690",325789,"The Infiltrator","English"
"1691",325789,"The Infiltrator","Español"
"1692",113464,"Inchon","English"
"1693",888,"The Flintstones","English"
"1694",82675,"Taken 2","English"
"1695",82675,"Taken 2","Türkçe"
"1696",82675,"Taken 2","<U+0627><U+0644><U+0639><U+0631><U+0628><U+064A><U+0629>"
"1697",4256,"Scary Movie 3","English"
"1698",1493,"Miss Congeniality","English"
"1699",1493,"Miss Congeniality","Español"
"1700",1493,"Miss Congeniality","Français"
"1701",1493,"Miss Congeniality","P<U+0443><U+0441><U+0441><U+043A><U+0438><U+0439>"
"1702",88751,"Journey to the Center of the Earth","English"
"1703",88751,"Journey to the Center of the Earth","Íslenska"
"1704",88751,"Journey to the Center of the Earth","Italiano"
"1705",11130,"The Princess Diaries 2: Royal Engagement","English"
"1706",9944,"The Pelican Brief","English"
"1707",10731,"The Client","English"
"1708",7350,"The Bucket List","English"
"1709",9869,"Patriot Games","English"
"1710",4379,"Monster-in-Law","Ceský"
"1711",4379,"Monster-in-Law","English"
"1712",4379,"Monster-in-Law","Português"
"1713",146233,"Prisoners","English"
"1714",2034,"Training Day","English"
"1715",2034,"Training Day","P<U+0443><U+0441><U+0441><U+043A><U+0438><U+0439>"
"1716",2034,"Training Day","Español"
"1717",2034,"Training Day","<U+D55C><U+AD6D><U+C5B4>/<U+C870><U+C120><U+B9D0>"
"1718",926,"Galaxy Quest","English"
"1719",4248,"Scary Movie 2","English"
"1720",64328,"The Muppets","English"
"1721",36647,"Blade","P<U+0443><U+0441><U+0441><U+043A><U+0438><U+0439>"
"1722",36647,"Blade","English"
"1723",7214,"Coach Carter","English"
"1724",1537,"Changing Lanes","English"
"1725",9360,"Anaconda","English"
"1726",6282,"Coyote Ugly","English"
"1727",508,"Love Actually","English"
"1728",508,"Love Actually","Français"
"1729",508,"Love Actually","Português"
"1730",9487,"A Bug's Life","English"
"1731",768,"From Hell","English"
"1732",768,"From Hell","Magyar"
"1733",768,"From Hell","P<U+0443><U+0441><U+0441><U+043A><U+0438><U+0439>"
"1734",2636,"The Specialist","English"
"1735",10478,"Tin Cup","English"
"1736",27983,"Yours, Mine and Ours","English"
"1737",9981,"Kicking & Screaming","English"
"1738",9981,"Kicking & Screaming","Italiano"
"1739",7453,"The Hitchhiker's Guide to the Galaxy","English"
"1740",15045,"Fat Albert","English"
"1741",7737,"Resident Evil: Extinction","English"
"1742",232672,"Blended","English"
"1743",17379,"Last Holiday","English"
"1744",17379,"Last Holiday","Français"
"1745",8987,"The River Wild","English"
"1746",11359,"The Indian in the Cupboard","English"
"1747",82525,"Savages","English"
"1748",9759,"Cellular","English"
"1749",9486,"Johnny English","<U+65E5><U+672C><U+8A9E>"
"1750",9486,"Johnny English","English"
"1751",9486,"Johnny English","Français"
"1752",9906,"The Ant Bully","English"
"1753",841,"Dune","English"
"1754",841,"Dune","Italiano"
"1755",4688,"Across the Universe","English"
"1756",4148,"Revolutionary Road","English"
"1757",2207,"16 Blocks","English"
"1758",9381,"Babylon A.D.","English"
"1759",9381,"Babylon A.D.","P<U+0443><U+0441><U+0441><U+043A><U+0438><U+0439>"
"1760",9625,"The Glimmer Man","English"
"1761",9304,"Multiplicity","English"
"1762",20856,"Aliens in the Attic","English"
"1763",5955,"The Pledge","English"
"1764",9899,"The Producers","English"
"1765",9826,"The Phantom","English"
"1766",21355,"All the Pretty Horses","English"
"1767",21355,"All the Pretty Horses","Español"
"1768",10858,"Nixon","English"
"1769",11439,"The Ghost Writer","English"
"1770",9457,"Deep Rising","<U+D55C><U+AD6D><U+C5B4>/<U+C870><U+C120><U+B9D0>"
"1771",9457,"Deep Rising","English"
"1772",12412,"Miracle at St. Anna","Deutsch"
"1773",12412,"Miracle at St. Anna","Italiano"
"1774",12412,"Miracle at St. Anna","English"
"1775",1494,"Curse of the Golden Flower","<U+666E><U+901A><U+8BDD>"
"1776",13184,"Bangkok Dangerous","<U+0E20><U+0E32><U+0E29><U+0E32><U+0E44><U+0E17><U+0E22>"
"1777",13184,"Bangkok Dangerous","English"
"1778",2185,"Big Trouble","English"
"1779",6639,"Love in the Time of Cholera","English"
"1780",38153,"Shadow Conspiracy","English"
"1781",38153,"Shadow Conspiracy","Magyar"
"1782",58233,"Johnny English Reborn","Deutsch"
"1783",58233,"Johnny English Reborn","<U+5E7F><U+5DDE><U+8BDD> / <U+5EE3><U+5DDE><U+8A71>"
"1784",58233,"Johnny English Reborn","English"
"1785",58233,"Johnny English Reborn","<U+666E><U+901A><U+8BDD>"
"1786",58233,"Johnny English Reborn","P<U+0443><U+0441><U+0441><U+043A><U+0438><U+0439>"
"1787",116977,"Foodfight!","English"
"1788",68734,"Argo","English"
"1789",68734,"Argo","<U+0641><U+0627><U+0631><U+0633><U+06CC>"
"1790",5503,"The Fugitive","English"
"1791",27573,"The Bounty Hunter","English"
"1792",819,"Sleepers","English"
"1793",1369,"Rambo: First Blood Part II","English"
"1794",1369,"Rambo: First Blood Part II","Ti<U+1EBF>ng Vi<U+1EC7>t"
"1795",9623,"The Juror","English"
"1796",10895,"Pinocchio","English"
"1797",10935,"Heaven's Gate","English"
"1798",10935,"Heaven's Gate","Français"
"1799",10935,"Heaven's Gate","Deutsch"
"1800",10935,"Heaven's Gate","Polski"
"1801",10935,"Heaven's Gate","P<U+0443><U+0441><U+0441><U+043A><U+0438><U+0439>"
"1802",834,"Underworld: Evolution","English"
"1803",834,"Underworld: Evolution","Français"
"1804",834,"Underworld: Evolution","Magyar"
"1805",228066,"Victor Frankenstein","English"
"1806",711,"Finding Forrester","English"
"1807",10468,"28 Days","English"
"1808",10027,"Unleashed","English"
"1809",10027,"Unleashed","Deutsch"
"1810",10027,"Unleashed","Español"
"1811",11812,"The Sweetest Thing","English"
"1812",37233,"The Firm","English"
"1813",37950,"Charlie St. Cloud","English"
"1814",27582,"The Mechanic","English"
"1815",64688,"21 Jump Street","English"
"1816",509,"Notting Hill","English"
"1817",509,"Notting Hill","Español"
"1818",7443,"Chicken Run","English"
"1819",5966,"Along Came Polly","English"
"1820",11066,"Boomerang","Français"
"1821",11066,"Boomerang","English"
"1822",136795,"The Heat","English"
"1823",136795,"The Heat","Español"
"1824",136795,"The Heat","<U+0431><U+044A><U+043B><U+0433><U+0430><U+0440><U+0441><U+043A><U+0438> <U+0435><U+0437><U+0438><U+043A>"
"1825",8095,"Cleopatra","English"
"1826",8095,"Cleopatra","Português"
"1827",87826,"Here Comes the Boom","English"
"1828",11560,"High Crimes","English"
"1829",11560,"High Crimes","Español"
"1830",25189,"The Mirror Has Two Faces","English"
"1831",2637,"The Mothman Prophecies","English"
"1832",18480,"BrÃ¼no","Ceský"
"1833",18480,"BrÃ¼no","English"
"1834",18480,"BrÃ¼no","Deutsch"
"1835",709,"Licence to Kill","English"
"1836",709,"Licence to Kill","Español"
"1837",49730,"Red Riding Hood","English"
"1838",2749,"15 Minutes","Ceský"
"1839",2749,"15 Minutes","English"
"1840",2749,"15 Minutes","e<U+03BB><U+03BB><U+03B7><U+03BD><U+03B9><U+03BA><U+03AC>"
"1841",2749,"15 Minutes","P<U+0443><U+0441><U+0441><U+043A><U+0438><U+0439>"
"1842",9607,"Super Mario Bros.","English"
"1843",1830,"Lord of War","<U+0627><U+0644><U+0639><U+0631><U+0628><U+064A><U+0629>"
"1844",1830,"Lord of War","Deutsch"
"1845",1830,"Lord of War","English"
"1846",1830,"Lord of War","Français"
"1847",1830,"Lord of War","P<U+0443><U+0441><U+0441><U+043A><U+0438><U+0439>"
"1848",1830,"Lord of War","Español"
"1849",1830,"Lord of War","<U+0423><U+043A><U+0440><U+0430><U+0457><U+043D><U+0441><U+044C><U+043A><U+0438><U+0439>"
"1850",1830,"Lord of War","Türkçe"
"1851",79,"Hero","<U+666E><U+901A><U+8BDD>"
"1852",54054,"One for the Money","English"
"1853",228967,"The Interview","<U+D55C><U+AD6D><U+C5B4>/<U+C870><U+C120><U+B9D0>"
"1854",228967,"The Interview","English"
"1855",46528,"The Warrior's Way","English"
"1856",46528,"The Warrior's Way","<U+0E20><U+0E32><U+0E29><U+0E32><U+0E44><U+0E17><U+0E22>"
"1857",27936,"Micmacs","Français"
"1858",65,"8 Mile","English"
"1859",280391,"Why I Did (Not) Eat My Father","English"
"1860",280391,"Why I Did (Not) Eat My Father","Français"
"1861",9476,"A Knight's Tale","English"
"1862",10610,"The Medallion","English"
"1863",745,"The Sixth Sense","Latin"
"1864",745,"The Sixth Sense","Español"
"1865",745,"The Sixth Sense","English"
"1866",49527,"Man on a Ledge","English"
"1867",73937,"The Big Year","English"
"1868",1885,"The Karate Kid","English"
"1869",168672,"American Hustle","English"
"1870",18240,"The Proposal","English"
"1871",10398,"Double Jeopardy","English"
"1872",165,"Back to the Future Part II","English"
"1873",240832,"Lucy","<U+666E><U+901A><U+8BDD>"
"1874",240832,"Lucy","English"
"1875",240832,"Lucy","Français"
"1876",240832,"Lucy","Español"
"1877",240832,"Lucy","<U+D55C><U+AD6D><U+C5B4>/<U+C870><U+C120><U+B9D0>"
"1878",216015,"Fifty Shades of Grey","English"
"1879",12279,"Spy Kids 3-D: Game Over","English"
"1880",1645,"A Time to Kill","English"
"1881",11007,"Cheaper by the Dozen","English"
"1882",193756,"Lone Survivor","English"
"1883",11287,"A League of Their Own","English"
"1884",259693,"The Conjuring 2","English"
"1885",37799,"The Social Network","English"
"1886",10184,"He's Just Not That Into You","English"
"1887",4257,"Scary Movie 4","English"
"1888",4234,"Scream 3","English"
"1889",196,"Back to the Future Part III","English"
"1890",257091,"Get Hard","English"
"1891",6114,"Dracula","Latin"
"1892",6114,"Dracula","Româna"
"1893",6114,"Dracula","<U+0431><U+044A><U+043B><U+0433><U+0430><U+0440><U+0441><U+043A><U+0438> <U+0435><U+0437><U+0438><U+043A>"
"1894",6114,"Dracula","e<U+03BB><U+03BB><U+03B7><U+03BD><U+03B9><U+03BA><U+03AC>"
"1895",6114,"Dracula","English"
"1896",24803,"Julie & Julia","English"
"1897",24803,"Julie & Julia","Français"
"1898",1213,"The Talented Mr. Ripley","English"
"1899",1213,"The Talented Mr. Ripley","Italiano"
"1900",100042,"Dumb and Dumber To","English"
"1901",9036,"Eight Below","English"
"1902",257211,"The Intern","English"
"1903",323675,"Ride Along 2","English"
"1904",9361,"The Last of the Mohicans","English"
"1905",9361,"The Last of the Mohicans","Français"
"1906",1677,"Ray","English"
"1907",187,"Sin City","English"
"1908",7461,"Vantage Point","Español"
"1909",7461,"Vantage Point","English"
"1910",16538,"I Love You, Man","English"
"1911",9889,"Shallow Hal","English"
"1912",820,"JFK","English"
"1913",820,"JFK","Español"
